"","lemma","total","v1s","v1sFreq","v1p","v1pFreq","v2s","v2sFreq","v2p","v2pFreq","v3s","v3sFreq","v3p","v3pFreq"
"1093","laetor1",2,0,0,0,0,0,0,1,0.5,1,0.5,0,0
"1094","lambo",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1095","lambo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1096","largior",1,1,1,0,0,0,0,0,0,0,0,0,0
"1097","largior1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1098","lasso",1,0,0,0,0,0,0,0,0,1,1,0,0
"1099","lateo1",3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667
"1100","latro1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1101","laudo",5,1,0.2,0,0,2,0.4,0,0,2,0.4,0,0
"1102","laudo1",12,1,0.0833333333333333,3,0.25,0,0,0,0,5,0.416666666666667,3,0.25
"1103","lavo1",8,1,0.125,0,0,0,0,0,0,3,0.375,4,0.5
"1104","laxo",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1105","lego1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1106","lego2",17,2,0.117647058823529,0,0,4,0.235294117647059,0,0,9,0.529411764705882,2,0.117647058823529
"1107","levo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1108","levo2",1,0,0,0,0,0,0,0,0,1,1,0,0
"1109","libero",3,1,0.333333333333333,0,0,0,0,0,0,1,0.333333333333333,1,0.333333333333333
"1110","libero1",4,0,0,0,0,2,0.5,0,0,1,0.25,1,0.25
"1111","libet",4,0,0,0,0,0,0,0,0,4,1,0,0
"1112","libet1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1113","licet",8,0,0,0,0,0,0,0,0,8,1,0,0
"1114","licet1",19,0,0,0,0,0,0,0,0,19,1,0,0
"1115","ligo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1116","limo2",1,0,0,0,0,0,0,0,0,1,1,0,0
"1117","linquo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1118","liqueo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1119","liquesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1120","litigo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1121","loco1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1122","loquor",18,3,0.166666666666667,2,0.111111111111111,0,0,0,0,8,0.444444444444444,5,0.277777777777778
"1123","loquor1",13,2,0.153846153846154,1,0.0769230769230769,2,0.153846153846154,0,0,8,0.615384615384615,0,0
"1124","lubet1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1125","luceo1",6,0,0,0,0,0,0,0,0,4,0.666666666666667,2,0.333333333333333
"1126","lugeo1",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1127","luo2",1,0,0,0,0,0,0,0,0,1,1,0,0
"1128","lustro1",4,1,0.25,0,0,0,0,0,0,3,0.75,0,0
"1129","machinor1",2,0,0,0,0,1,0.5,0,0,0,0,1,0.5
"1130","macto1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1131","maculo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1132","magnifico1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1133","maledico1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1134","malo",3,2,0.666666666666667,1,0.333333333333333,0,0,0,0,0,0,0,0
"1135","malo1",22,10,0.454545454545455,0,0,1,0.0454545454545455,0,0,6,0.272727272727273,5,0.227272727272727
"1136","mando1",3,0,0,0,0,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,0
"1137","manduco1",4,0,0,2,0.5,0,0,1,0.25,0,0,1,0.25
"1138","maneo",6,0,0,0,0,0,0,0,0,3,0.5,3,0.5
"1139","maneo1",14,0,0,1,0.0714285714285714,2,0.142857142857143,0,0,6,0.428571428571429,5,0.357142857142857
"1140","manumitto",1,0,0,0,0,0,0,0,0,0,0,1,1
"1141","marceo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1142","maturo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1143","maturo1",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"1144","mavolo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1145","meditor",1,0,0,0,0,1,1,0,0,0,0,0,0
"1146","memini",3,2,0.666666666666667,0,0,0,0,0,0,1,0.333333333333333,0,0
"1147","memini1",13,2,0.153846153846154,2,0.153846153846154,2,0.153846153846154,2,0.153846153846154,3,0.230769230769231,2,0.153846153846154
"1148","memoro",3,1,0.333333333333333,1,0.333333333333333,0,0,0,0,0,0,1,0.333333333333333
"1149","memoro1",8,6,0.75,0,0,1,0.125,0,0,0,0,1,0.125
"1150","mentior",1,1,1,0,0,0,0,0,0,0,0,0,0
"1151","mentior1",3,2,0.666666666666667,0,0,0,0,0,0,0,0,1,0.333333333333333
"1152","mereo",3,0,0,0,0,1,0.333333333333333,0,0,1,0.333333333333333,1,0.333333333333333
"1153","mereo1",2,1,0.5,0,0,0,0,0,0,0,0,1,0.5
"1154","metior",1,0,0,0,0,0,0,0,0,0,0,1,1
"1155","metior1",4,0,0,0,0,2,0.5,0,0,2,0.5,0,0
"1156","meto2",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1157","metuo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1158","metuo1",7,0,0,0,0,0,0,0,0,5,0.714285714285714,2,0.285714285714286
"1159","milito",1,0,0,0,0,0,0,0,0,0,0,1,1
"1160","ministro1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1161","minitor1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1162","minuo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1163","miror",4,1,0.25,0,0,3,0.75,0,0,0,0,0,0
"1164","miror1",7,1,0.142857142857143,2,0.285714285714286,1,0.142857142857143,0,0,1,0.142857142857143,2,0.285714285714286
"1165","misceo",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1166","misceo1",3,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667,0,0
"1167","misereor",2,0,0,0,0,1,0.5,0,0,0,0,1,0.5
"1168","misereor1",2,0,0,0,0,0,0,1,0.5,1,0.5,0,0
"1169","mitto",11,1,0.0909090909090909,0,0,0,0,0,0,6,0.545454545454545,4,0.363636363636364
"1170","mitto1",44,7,0.159090909090909,1,0.0227272727272727,6,0.136363636363636,0,0,23,0.522727272727273,7,0.159090909090909
"1171","moderor1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1172","moechor1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1173","molior",1,0,0,0,0,1,1,0,0,0,0,0,0
"1174","mollio1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1175","moneo",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1176","moneo1",7,3,0.428571428571429,1,0.142857142857143,0,0,0,0,3,0.428571428571429,0,0
"1177","monstro",3,2,0.666666666666667,0,0,0,0,0,0,1,0.333333333333333,0,0
"1178","monstro1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1179","mordeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1180","morior1",4,2,0.5,0,0,0,0,0,0,1,0.25,1,0.25
"1181","moror1",5,1,0.2,0,0,0,0,0,0,3,0.6,1,0.2
"1182","moror2",1,1,1,0,0,0,0,0,0,0,0,0,0
"1183","moveo",8,1,0.125,0,0,0,0,0,0,2,0.25,5,0.625
"1184","moveo1",11,1,0.0909090909090909,1,0.0909090909090909,0,0,0,0,7,0.636363636363636,2,0.181818181818182
"1185","mugio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1186","mulceo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1187","multo2",2,1,0.5,0,0,0,0,0,0,0,0,1,0.5
"1188","munio1",3,1,0.333333333333333,0,0,0,0,0,0,1,0.333333333333333,1,0.333333333333333
"1189","mutio1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1190","muto1",14,1,0.0714285714285714,0,0,2,0.142857142857143,1,0.0714285714285714,7,0.5,3,0.214285714285714
"1191","mutuor1",1,0,0,1,1,0,0,0,0,0,0,0,0
"1192","narro",3,2,0.666666666666667,0,0,0,0,0,0,1,0.333333333333333,0,0
"1193","narro1",9,2,0.222222222222222,0,0,5,0.555555555555556,1,0.111111111111111,1,0.111111111111111,0,0
"1194","nascor",3,2,0.666666666666667,0,0,0,0,0,0,1,0.333333333333333,0,0
"1195","nascor1",10,0,0,0,0,0,0,0,0,4,0.4,6,0.6
"1196","nato1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1197","naufrago1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1198","navigo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1199","navigo1",4,1,0.25,0,0,0,0,0,0,2,0.5,1,0.25
"1200","neco",2,0,0,0,0,0,0,0,0,2,1,0,0
"1201","neglego",1,0,0,0,0,0,0,0,0,0,0,1,1
"1202","neglego1",2,0,0,0,0,2,1,0,0,0,0,0,0
"1203","nego",9,0,0,0,0,2,0.222222222222222,0,0,6,0.666666666666667,1,0.111111111111111
"1204","nego1",11,1,0.0909090909090909,0,0,4,0.363636363636364,1,0.0909090909090909,5,0.454545454545455,0,0
"1205","nequeo",2,0,0,0,0,0,0,0,0,0,0,2,1
"1206","nequeo1",7,1,0.142857142857143,0,0,0,0,0,0,4,0.571428571428571,2,0.285714285714286
"1207","nescio",2,2,1,0,0,0,0,0,0,0,0,0,0
"1208","nescio1",26,13,0.5,0,0,5,0.192307692307692,1,0.0384615384615385,7,0.269230769230769,0,0
"1209","niteo",1,0,0,0,0,1,1,0,0,0,0,0,0
"1210","niteo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1211","nitor1",4,0,0,0,0,0,0,0,0,4,1,0,0
"1212","no1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1213","noceo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1214","noceo1",5,0,0,0,0,0,0,0,0,4,0.8,1,0.2
"1215","nolo",12,2,0.166666666666667,0,0,6,0.5,1,0.0833333333333333,1,0.0833333333333333,2,0.166666666666667
"1216","nolo1",17,4,0.235294117647059,0,0,5,0.294117647058824,2,0.117647058823529,4,0.235294117647059,2,0.117647058823529
"1217","nomino",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1218","nomino1",8,0,0,2,0.25,0,0,0,0,6,0.75,0,0
"1219","nosco",5,1,0.2,0,0,0,0,0,0,3,0.6,1,0.2
"1220","nosco1",16,4,0.25,1,0.0625,2,0.125,2,0.125,6,0.375,1,0.0625
"1221","notesco",1,0,0,0,0,0,0,0,0,1,1,0,0
"1222","noto",5,0,0,1,0.2,0,0,0,0,4,0.8,0,0
"1223","noto1",11,4,0.363636363636364,2,0.181818181818182,0,0,0,0,3,0.272727272727273,2,0.181818181818182
"1224","novo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1225","nudo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1226","nudo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1227","numero1",8,4,0.5,0,0,2,0.25,0,0,2,0.25,0,0
"1228","nuncupo",4,1,0.25,0,0,0,0,0,0,3,0.75,0,0
"1229","nuntio",1,0,0,0,0,0,0,0,0,0,0,1,1
"1230","nuntio1",5,0,0,0,0,0,0,0,0,2,0.4,3,0.6
"1231","nutrio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1232","nutrio1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1233","obduco1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1234","obeo",2,0,0,0,0,0,0,0,0,2,1,0,0
"1235","obeo1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1236","obicio",4,0,0,0,0,0,0,0,0,4,1,0,0
"1237","objacio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1238","objurgo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1239","oblecto",1,0,0,0,0,0,0,0,0,0,0,1,1
"1240","obligo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1241","obliviscor",1,0,0,0,0,1,1,0,0,0,0,0,0
"1242","obliviscor1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1243","obmutesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1244","obruo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1245","obruo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1246","obscuro1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1247","obsequor1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1248","observo1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1249","obsido1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1250","obstipesco",1,1,1,0,0,0,0,0,0,0,0,0,0
"1251","obstipesco1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1252","obsto1",5,1,0.2,0,0,0,0,0,0,3,0.6,1,0.2
"1253","obstrepo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1254","obtero",1,0,0,0,0,0,0,0,0,1,1,0,0
"1255","obtestor1",1,0,0,1,1,0,0,0,0,0,0,0,0
"1256","obtineo",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1257","obtineo1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1258","obtingo",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1259","obverto1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1260","occido1",10,0,0,0,0,1,0.1,0,0,5,0.5,4,0.4
"1261","occido2",6,1,0.166666666666667,0,0,1,0.166666666666667,0,0,4,0.666666666666667,0,0
"1262","occipio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1263","occulo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1264","occumbo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1265","occupo",5,0,0,0,0,0,0,0,0,4,0.8,1,0.2
"1266","occupo1",8,0,0,0,0,0,0,0,0,6,0.75,2,0.25
"1267","occurro",3,0,0,0,0,0,0,0,0,3,1,0,0
"1268","occurro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1269","odi1",8,2,0.25,0,0,1,0.125,0,0,2,0.25,3,0.375
"1270","offendo1",3,0,0,1,0.333333333333333,0,0,0,0,2,0.666666666666667,0,0
"1271","offero",5,1,0.2,0,0,0,0,0,0,3,0.6,1,0.2
"1272","offero1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1273","offertor1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1274","officio1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1275","oleo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1276","omitto",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1277","omitto1",3,2,0.666666666666667,0,0,0,0,0,0,0,0,1,0.333333333333333
"1278","onero",1,0,0,0,0,0,0,0,0,0,0,1,1
"1279","onero1",2,2,1,0,0,0,0,0,0,0,0,0,0
"1280","op-pono",1,0,0,0,0,0,0,0,0,1,1,0,0
"1281","opaco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1282","opero1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1283","opinor",2,2,1,0,0,0,0,0,0,0,0,0,0
"1284","oportet",3,0,0,0,0,0,0,0,0,3,1,0,0
"1285","oportet1",23,0,0,0,0,0,0,0,0,23,1,0,0
"1286","opperior1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1287","oppeto",1,0,0,0,0,0,0,0,0,1,1,0,0
"1288","oppono1",2,0,0,0,0,0,0,1,0.5,0,0,1,0.5
"1289","opprimo",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1290","opprimo1",4,1,0.25,0,0,0,0,0,0,3,0.75,0,0
"1291","oppugno1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1292","opto1",6,1,0.166666666666667,1,0.166666666666667,2,0.333333333333333,1,0.166666666666667,0,0,1,0.166666666666667
"1293","ordino",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1294","orior",1,0,0,0,0,0,0,0,0,1,1,0,0
"1295","orior1",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1296","oro1",10,5,0.5,0,0,1,0.1,0,0,4,0.4,0,0
"1297","ostendo",9,1,0.111111111111111,1,0.111111111111111,0,0,0,0,7,0.777777777777778,0,0
"1298","ostendo1",15,6,0.4,0,0,0,0,0,0,8,0.533333333333333,1,0.0666666666666667
"1299","ostento",1,0,0,0,0,0,0,0,0,1,1,0,0
"1300","ostento1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1301","pacifico",1,1,1,0,0,0,0,0,0,0,0,0,0
"1302","paco2",2,2,1,0,0,0,0,0,0,0,0,0,0
"1303","paeniteo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1304","paeniteo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1305","palleo1",3,0,0,0,0,1,0.333333333333333,0,0,1,0.333333333333333,1,0.333333333333333
"1306","pallo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1307","pando2",3,0,0,0,0,1,0.333333333333333,0,0,2,0.666666666666667,0,0
"1308","parco",6,2,0.333333333333333,0,0,1,0.166666666666667,1,0.166666666666667,1,0.166666666666667,1,0.166666666666667
"1309","parco1",10,1,0.1,0,0,2,0.2,2,0.2,3,0.3,2,0.2
"1310","parento",1,0,0,0,0,0,0,0,0,1,1,0,0
"1311","pareo",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1312","pareo1",6,0,0,0,0,0,0,0,0,4,0.666666666666667,2,0.333333333333333
"1313","pario1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1314","pario2",13,0,0,0,0,0,0,0,0,11,0.846153846153846,2,0.153846153846154
"1315","paro1",17,1,0.0588235294117647,0,0,0,0,0,0,13,0.764705882352941,3,0.176470588235294
"1316","paro2",8,1,0.125,0,0,0,0,0,0,3,0.375,4,0.5
"1317","pasco",2,0,0,0,0,0,0,0,0,2,1,0,0
"1318","pasco1",3,1,0.333333333333333,0,0,0,0,0,0,0,0,2,0.666666666666667
"1319","pascor1",3,0,0,0,0,0,0,0,0,2,0.666666666666667,1,0.333333333333333
"1320","patefacio1",5,2,0.4,0,0,0,0,0,0,3,0.6,0,0
"1321","pateo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1322","pateo1",9,0,0,0,0,0,0,0,0,4,0.444444444444444,5,0.555555555555556
"1323","patior",15,4,0.266666666666667,2,0.133333333333333,3,0.2,0,0,3,0.2,3,0.2
"1324","patior1",5,1,0.2,0,0,1,0.2,1,0.2,2,0.4,0,0
"1325","patro1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1326","paveo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1327","pecco",5,0,0,0,0,0,0,0,0,3,0.6,2,0.4
"1328","pecco1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1329","pellicio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1330","pello",1,0,0,0,0,0,0,0,0,0,0,1,1
"1331","pendeo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1332","pendeo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1333","pendo1",7,0,0,0,0,0,0,1,0.142857142857143,3,0.428571428571429,3,0.428571428571429
"1334","perago",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1335","perago1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1336","perbasio1",1,0,0,1,1,0,0,0,0,0,0,0,0
"1337","percallesco",1,0,0,0,0,0,0,0,0,1,1,0,0
"1338","percello1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1339","percipio1",1,0,0,0,0,0,0,1,1,0,0,0,0
"1340","percolopo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1341","percurro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1342","percutio1",7,0,0,0,0,0,0,0,0,7,1,0,0
"1343","perdo",2,0,0,0,0,0,0,0,0,0,0,2,1
"1344","perdo1",8,0,0,1,0.125,1,0.125,0,0,5,0.625,1,0.125
"1345","perduco1",4,0,0,0,0,1,0.25,0,0,3,0.75,0,0
"1346","pereo",11,2,0.181818181818182,0,0,0,0,0,0,4,0.363636363636364,5,0.454545454545455
"1347","pereo1",12,0,0,1,0.0833333333333333,1,0.0833333333333333,0,0,5,0.416666666666667,5,0.416666666666667
"1348","perfero",2,0,0,0,0,0,0,1,0.5,0,0,1,0.5
"1349","perfero1",3,0,0,1,0.333333333333333,0,0,0,0,0,0,2,0.666666666666667
"1350","perficio",3,3,1,0,0,0,0,0,0,0,0,0,0
"1351","perfodio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1352","perfruor",1,0,0,0,0,1,1,0,0,0,0,0,0
"1353","perfugio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1354","perfundo",1,0,0,0,0,1,1,0,0,0,0,0,0
"1355","pergo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1356","pergo1",4,0,0,0,0,2,0.5,0,0,0,0,2,0.5
"1357","perhibeo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1358","perhorresco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1359","periclitor1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1360","perlego1",2,0,0,1,0.5,0,0,0,0,0,0,1,0.5
"1361","permaneo1",3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667
"1362","permitto",5,0,0,0,0,0,0,0,0,5,1,0,0
"1363","permitto1",6,1,0.166666666666667,0,0,1,0.166666666666667,1,0.166666666666667,3,0.5,0,0
"1364","permoveo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1365","pernocto",1,0,0,0,0,0,0,0,0,1,1,0,0
"1366","pernumero",1,1,1,0,0,0,0,0,0,0,0,0,0
"1367","peroro",1,0,0,0,0,0,0,0,0,0,0,1,1
"1368","perpello1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1369","perrogo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1370","persequor1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1371","persevero",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1372","persevero1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1373","persolvo",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1374","persolvo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1375","persono1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1376","perspicio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1377","perspicio1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1378","persuadeo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1379","persuadeo1",3,2,0.666666666666667,0,0,0,0,0,0,0,0,1,0.333333333333333
"1380","pertimesco",1,0,0,0,0,0,0,0,0,1,1,0,0
"1381","pertimesco1",7,0,0,2,0.285714285714286,2,0.285714285714286,0,0,3,0.428571428571429,0,0
"1382","pertineo",2,0,0,0,0,0,0,0,0,2,1,0,0
"1383","pertineo1",4,0,0,0,0,0,0,0,0,2,0.5,2,0.5
"1384","pertraho",1,0,0,0,0,0,0,0,0,0,0,1,1
"1385","pertundo1",1,0,0,1,1,0,0,0,0,0,0,0,0
"1386","pervenio",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"1387","pervenio,",1,0,0,1,1,0,0,0,0,0,0,0,0
"1388","pervenio1",10,4,0.4,1,0.1,0,0,0,0,4,0.4,1,0.1
"1389","peto",20,3,0.15,0,0,1,0.05,0,0,9,0.45,7,0.35
"1390","peto1",24,2,0.0833333333333333,2,0.0833333333333333,5,0.208333333333333,0,0,11,0.458333333333333,4,0.166666666666667
"1391","pilo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1392","pilo2",1,0,0,0,0,0,0,0,0,1,1,0,0
"1393","pingo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1394","placeo",10,0,0,0,0,0,0,0,0,10,1,0,0
"1395","placeo1",17,1,0.0588235294117647,1,0.0588235294117647,1,0.0588235294117647,0,0,11,0.647058823529412,3,0.176470588235294
"1396","placo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1397","plango1",3,0,0,0,0,0,0,0,0,1,0.333333333333333,2,0.666666666666667
"1398","plaudo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1399","plecto2",1,0,0,1,1,0,0,0,0,0,0,0,0
"1400","plodo",1,1,1,0,0,0,0,0,0,0,0,0,0
"1401","ploro1",4,1,0.25,0,0,2,0.5,0,0,1,0.25,0,0
"1402","plu",1,0,0,0,0,0,0,0,0,1,1,0,0
"1403","pluo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1404","polio1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1405","polliceor",4,1,0.25,0,0,0,0,0,0,2,0.5,1,0.25
"1406","polliceor1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1407","pondero",1,0,0,0,0,0,0,0,0,0,0,1,1
"1408","pono",7,1,0.142857142857143,0,0,1,0.142857142857143,0,0,4,0.571428571428571,1,0.142857142857143
"1409","pono1",29,4,0.137931034482759,0,0,5,0.172413793103448,1,0.0344827586206897,14,0.482758620689655,5,0.172413793103448
"1410","populor",1,0,0,0,0,0,0,0,0,0,0,1,1
"1411","porrigo1",6,0,0,1,0.166666666666667,1,0.166666666666667,0,0,4,0.666666666666667,0,0
"1412","porto",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1413","porto1",5,0,0,0,0,0,0,0,0,2,0.4,3,0.6
"1414","posco",1,0,0,0,0,0,0,0,0,1,1,0,0
"1415","posco1",11,2,0.181818181818182,0,0,0,0,0,0,9,0.818181818181818,0,0
"1416","possedo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1417","possideo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1418","possideo1",7,2,0.285714285714286,0,0,1,0.142857142857143,0,0,4,0.571428571428571,0,0
"1419","possum",49,3,0.0612244897959184,0,0,5,0.102040816326531,0,0,30,0.612244897959184,11,0.224489795918367
"1420","possum1",158,31,0.19620253164557,1,0.00632911392405063,27,0.170886075949367,3,0.0189873417721519,72,0.455696202531646,24,0.151898734177215
"1421","postpono",1,1,1,0,0,0,0,0,0,0,0,0,0
"1422","postulo",3,0,0,0,0,1,0.333333333333333,0,0,1,0.333333333333333,1,0.333333333333333
"1423","postulo1",8,0,0,0,0,1,0.125,0,0,2,0.25,5,0.625
"1424","potiono1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1425","poto,",1,0,0,0,0,0,0,0,0,0,0,1,1
"1426","poto1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1427","prae-valeo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1428","praebeo",2,1,0.5,0,0,0,0,0,0,0,0,1,0.5
"1429","praebeo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1430","praecello",1,0,0,0,0,0,0,0,0,0,0,1,1
"1431","praecido1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1432","praecipio1",3,1,0.333333333333333,0,0,0,0,0,0,2,0.666666666666667,0,0
"1433","praecipito",1,0,0,0,0,0,0,0,0,1,1,0,0
"1434","praecludo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1435","praecurro",1,0,0,0,0,0,0,0,0,1,1,0,0
"1436","praedico1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1437","praedico2",1,1,1,0,0,0,0,0,0,0,0,0,0
"1438","praefero",2,1,0.5,0,0,1,0.5,0,0,0,0,0,0
"1439","praefero1",3,0,0,0,0,1,0.333333333333333,0,0,2,0.666666666666667,0,0
