"";"lemma";"Total";"one_sg";"pctA";"two_sg";"pctB";"three_sg";"pctC";"one_pl";"pctD";"two_pl";"pctE";"three_pl";"pctF"
"363";"cesso1";6;0;0;3;0,5;2;0,333333333333333;0;0;0;0;0;0
"364";"cieo";1;0;0;0;0;0;0;0;0;0;0;0;0
"365";"cieo1";3;0;0;0;0;0;0;0;0;0;0;0;0
"366";"cingo";2;0;0;0;0;0;0;0;0;0;0;0;0
"367";"cingo1";5;0;0;0;0;1;0,2;0;0;0;0;1;0,2
"368";"circumcludo";2;0;0;0;0;0;0;0;0;0;0;0;0
"369";"circumdo";1;0;0;0;0;1;1;0;0;0;0;0;0
"370";"circumdo1";5;0;0;0;0;1;0,2;0;0;0;0;0;0
"371";"circumeo";1;0;0;0;0;0;0;0;0;0;0;0;0
"372";"circumeo1";5;0;0;0;0;1;0,2;0;0;0;0;1;0,2
"373";"circumfero1";11;0;0;0;0;5;0,454545454545455;0;0;0;0;0;0
"374";"circummingo1";2;1;0,5;0;0;1;0,5;0;0;0;0;0;0
"375";"circumsono1";1;0;0;0;0;1;1;0;0;0;0;0;0
"376";"circumspicio1";3;0;0;1;0,333333333333333;1;0,333333333333333;0;0;0;0;0;0
"377";"circumsto";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"378";"circumsto1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"379";"circumvenio1";8;0;0;0;0;1;0,125;0;0;0;0;0;0
"380";"citharizo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"381";"cito2";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"382";"clamito";1;0;0;0;0;0;0;0;0;0;0;0;0
"383";"clamo";1;0;0;0;0;0;0;0;0;0;0;0;0
"384";"clamo1";20;1;0,05;1;0,05;10;0,5;1;0,05;0;0;5;0,25
"385";"claudo";2;0;0;0;0;0;0;0;0;0;0;0;0
"386";"claudo1";20;0;0;0;0;6;0,3;0;0;0;0;3;0,15
"387";"clausum";1;0;0;0;0;0;0;0;0;0;0;0;0
"388";"cludo";1;0;0;0;0;0;0;0;0;0;0;0;0
"389";"cludo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"390";"coaequo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"391";"coalesco";1;0;0;0;0;1;1;0;0;0;0;0;0
"392";"coalo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"393";"coarguo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"394";"coarto";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"395";"coemo";1;0;0;0;0;0;0;0;0;0;0;0;0
"396";"coemo1";1;1;1;0;0;0;0;0;0;0;0;0;0
"397";"coeo";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"398";"coeo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"399";"coepio";21;1;0,0476190476190476;0;0;13;0,619047619047619;1;0,0476190476190476;0;0;4;0,19047619047619
"400";"coepio1";65;9;0,138461538461538;1;0,0153846153846154;31;0,476923076923077;3;0,0461538461538462;0;0;17;0,261538461538462
"401";"coepto";1;0;0;0;0;1;1;0;0;0;0;0;0
"402";"coerceo";7;0;0;0;0;3;0,428571428571429;0;0;0;0;1;0,142857142857143
"403";"coerceo1";4;0;0;0;0;2;0,5;0;0;0;0;1;0,25
"404";"cogito";8;1;0,125;1;0,125;3;0,375;0;0;0;0;1;0,125
"405";"cogito1";11;0;0;4;0,363636363636364;2;0,181818181818182;0;0;0;0;3;0,272727272727273
"406";"cognomino";1;0;0;0;0;0;0;0;0;0;0;0;0
"407";"cognosco";12;1;0,0833333333333333;1;0,0833333333333333;2;0,166666666666667;0;0;0;0;0;0
"408";"cognosco1";27;3;0,111111111111111;3;0,111111111111111;5;0,185185185185185;0;0;0;0;5;0,185185185185185
"409";"cogo";11;3;0,272727272727273;0;0;6;0,545454545454545;0;0;0;0;1;0,0909090909090909
"410";"cogo1";15;5;0,333333333333333;2;0,133333333333333;3;0,2;1;0,0666666666666667;0;0;0;0
"411";"cohaereo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"412";"cohibeo";1;0;0;0;0;0;0;0;0;0;0;1;1
"413";"cohortor";1;0;0;0;0;0;0;0;0;0;0;0;0
"414";"cohortor1";3;0;0;0;0;0;0;0;0;0;0;0;0
"415";"coinquino1";1;0;0;0;0;0;0;0;0;0;0;0;0
"416";"collabor";2;0;0;0;0;0;0;0;0;0;0;0;0
"417";"collido1";1;0;0;0;0;0;0;0;0;0;0;0;0
"418";"colligo1";6;0;0;0;0;2;0,333333333333333;0;0;0;0;0;0
"419";"colloco";9;0;0;0;0;4;0,444444444444444;0;0;0;0;2;0,222222222222222
"420";"colloco1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"421";"colloquor1";1;0;0;0;0;0;0;0;0;0;0;1;1
"422";"colludo";1;0;0;0;0;0;0;0;0;0;0;1;1
"423";"colo1";11;0;0;0;0;4;0,363636363636364;0;0;0;0;1;0,0909090909090909
"424";"comburo1";5;1;0,2;0;0;1;0,2;0;0;0;0;0;0
"425";"comedo";4;1;0,25;0;0;1;0,25;1;0,25;0;0;0;0
"426";"comedo1";6;2;0,333333333333333;0;0;2;0,333333333333333;0;0;0;0;0;0
"427";"comitor";3;0;0;0;0;0;0;0;0;0;0;0;0
"428";"commemoro";1;0;0;0;0;1;1;0;0;0;0;0;0
"429";"commemoro1";1;0;0;0;0;1;1;0;0;0;0;0;0
"430";"commendo";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"431";"commendo1";2;2;1;0;0;0;0;0;0;0;0;0;0
"432";"comminiscor";1;0;0;0;0;0;0;0;0;0;0;0;0
"433";"comminuo";1;0;0;0;0;0;0;0;0;0;0;0;0
"434";"comminuo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"435";"commisceo";1;0;0;0;0;0;0;0;0;0;0;0;0
"436";"committo";7;0;0;1;0,142857142857143;2;0,285714285714286;0;0;0;0;0;0
"437";"committo1";4;0;0;0;0;2;0,5;0;0;0;0;1;0,25
"438";"commodo2";1;0;0;0;0;0;0;0;0;0;0;0;0
"439";"commoror";1;0;0;0;0;0;0;0;0;0;0;0;0
"440";"commoveo";1;0;0;0;0;0;0;0;0;0;0;0;0
"441";"commoveo1";4;0;0;1;0,25;0;0;0;0;0;0;0;0
"442";"communico1";2;0;0;0;0;0;0;0;0;0;0;0;0
"443";"commuto";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"444";"como1";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"445";"compareo";1;0;0;0;0;1;1;0;0;0;0;0;0
"446";"comparo1";3;0;0;0;0;0;0;0;0;0;0;0;0
"447";"comparo2";6;1;0,166666666666667;0;0;1;0,166666666666667;0;0;0;0;2;0,333333333333333
"448";"compello";1;0;0;0;0;1;1;0;0;0;0;0;0
"449";"compello1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"450";"comperio";3;0;0;0;0;3;1;0;0;0;0;0;0
"451";"comperio1";7;1;0,142857142857143;1;0,142857142857143;0;0;0;0;0;0;0;0
"452";"compesco";2;0;0;0;0;2;1;0;0;0;0;0;0
"453";"compesco1";3;0;0;1;0,333333333333333;1;0,333333333333333;0;0;0;0;0;0
"454";"competo";1;0;0;0;0;1;1;0;0;0;0;0;0
"455";"compilo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"456";"complector";3;0;0;0;0;0;0;0;0;0;0;0;0
"457";"complector1";1;0;0;0;0;0;0;0;0;0;0;0;0
"458";"compleo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"459";"complodo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"460";"compono";4;1;0,25;0;0;0;0;0;0;0;0;0;0
"461";"compono1";7;0;0;1;0,142857142857143;1;0,142857142857143;0;0;0;0;0;0
"462";"comprehendo";1;0;0;0;0;0;0;0;0;0;0;0;0
"463";"comprehendo1";2;1;0,5;0;0;0;0;0;0;0;0;0;0
"464";"comprimo";2;0;0;0;0;2;1;0;0;0;0;0;0
"465";"comprimo1";3;1;0,333333333333333;0;0;0;0;0;0;0;0;0;0
"466";"comprobo";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"467";"compungo";1;1;1;0;0;0;0;0;0;0;0;0;0
"468";"computo";1;0;0;1;1;0;0;0;0;0;0;0;0
"469";"computo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"470";"concaco";1;0;0;0;0;0;0;0;0;0;0;0;0
"471";"concedo";5;0;0;0;0;4;0,8;0;0;0;0;0;0
"472";"concedo1";4;1;0,25;1;0,25;1;0,25;0;0;0;0;0;0
"473";"concertor";1;0;0;0;0;0;0;0;0;0;0;0;0
"474";"concido1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;2;0,666666666666667
"475";"concido2";1;0;0;0;0;1;1;0;0;0;0;0;0
"476";"concieo";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"477";"concilio";1;0;0;0;0;0;0;0;0;0;0;0;0
"478";"concinno";1;0;0;0;0;1;1;0;0;0;0;0;0
"479";"concino1";1;0;0;0;0;0;0;0;0;0;0;0;0
"480";"concipio";5;0;0;0;0;1;0,2;0;0;0;0;0;0
"481";"concipio1";8;0;0;0;0;6;0,75;0;0;0;0;1;0,125
"482";"concito";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"483";"concito1";4;0;0;1;0,25;1;0,25;0;0;0;0;0;0
"484";"conclamo1";4;0;0;0;0;3;0,75;0;0;0;0;1;0,25
"485";"concoquo1";1;0;0;1;1;0;0;0;0;0;0;0;0
"486";"concordo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"487";"concredo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"488";"concremo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"489";"concrepo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"490";"concupio";1;0;0;1;1;0;0;0;0;0;0;0;0
"491";"concupio1";4;1;0,25;1;0,25;2;0,5;0;0;0;0;0;0
"492";"concupisco";1;0;0;0;0;1;1;0;0;0;0;0;0
"493";"concurro";1;0;0;0;0;1;1;0;0;0;0;0;0
"494";"concurro1";4;0;0;0;0;0;0;0;0;0;0;3;0,75
"495";"concurso";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"496";"concutio";1;0;0;0;0;0;0;0;0;0;0;0;0
"497";"concutio1";4;0;0;0;0;4;1;0;0;0;0;0;0
"498";"condemno1";4;1;0,25;0;0;0;0;0;0;0;0;0;0
"499";"condio";2;0;0;0;0;0;0;0;0;0;0;0;0
"500";"condo";9;0;0;0;0;5;0,555555555555556;0;0;0;0;0;0
"501";"condo1";5;0;0;1;0,2;2;0,4;0;0;0;0;1;0,2
"502";"condono1";1;1;1;0;0;0;0;0;0;0;0;0;0
"503";"conduco";1;0;0;0;0;0;0;0;0;0;0;0;0
"504";"conduco1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"505";"conecto1";1;0;0;0;0;0;0;0;0;0;0;0;0
"506";"confacio1";1;0;0;0;0;0;0;0;0;0;0;0;0
"507";"confercio";1;0;0;0;0;0;0;0;0;0;0;0;0
"508";"confero";11;0;0;0;0;4;0,363636363636364;0;0;0;0;1;0,0909090909090909
"509";"confero1";9;0;0;1;0,111111111111111;1;0,111111111111111;0;0;0;0;0;0
"510";"conficio";8;0;0;0;0;1;0,125;0;0;0;0;0;0
"511";"conficio1";3;0;0;0;0;0;0;0;0;0;0;0;0
"512";"confido";2;1;0,5;0;0;0;0;0;0;0;0;0;0
"513";"confido1";7;2;0,285714285714286;1;0,142857142857143;0;0;0;0;0;0;0;0
"514";"configo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"515";"confirmo";3;0;0;0;0;0;0;0;0;0;0;0;0
"516";"confirmo1";7;0;0;2;0,285714285714286;0;0;0;0;0;0;3;0,428571428571429
"517";"confisco";1;0;0;0;0;0;0;0;0;0;0;0;0
"518";"confiteor";3;0;0;0;0;0;0;0;0;0;0;0;0
"519";"confiteor1";3;1;0,333333333333333;0;0;0;0;0;0;0;0;0;0
"520";"conflagro";1;0;0;0;0;0;0;0;0;0;0;0;0
"521";"conflicto";3;0;0;0;0;0;0;0;0;0;0;0;0
"522";"confligo";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"523";"confligo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"524";"conflo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"525";"conflo1";4;0;0;0;0;1;0,25;0;0;0;0;2;0,5
"526";"confluo";1;0;0;0;0;0;0;0;0;0;0;0;0
"527";"confluo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"528";"confodio";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"529";"confodio1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"530";"confremo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"531";"confringo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"532";"confugio";3;0;0;0;0;1;0,333333333333333;0;0;0;0;1;0,333333333333333
"533";"confundo";2;0;0;0;0;0;0;0;0;0;0;0;0
"534";"confundo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"535";"congero1";5;0;0;0;0;1;0,2;0;0;0;0;1;0,2
"536";"congrego1";6;0;0;0;0;2;0,333333333333333;0;0;1;0,166666666666667;1;0,166666666666667
"537";"congruo";1;0;0;0;0;1;1;0;0;0;0;0;0
"538";"conicio";3;0;0;0;0;0;0;0;0;0;0;0;0
"539";"conicio1";12;1;0,0833333333333333;1;0,0833333333333333;4;0,333333333333333;2;0,166666666666667;0;0;1;0,0833333333333333
"540";"conjungo";2;0;0;0;0;0;0;0;0;0;0;0;0
"541";"conjungo1";3;0;0;0;0;0;0;0;0;0;0;0;0
"542";"conjuro";3;0;0;0;0;0;0;0;0;0;0;0;0
"543";"conjuro1";3;0;0;0;0;0;0;0;0;0;0;2;0,666666666666667
"544";"conligo";1;0;0;0;0;1;1;0;0;0;0;0;0
"545";"conloco1";3;0;0;0;0;2;0,666666666666667;0;0;0;0;0;0
"546";"conmanduco1";1;0;0;0;0;0;0;0;0;0;0;1;1
"547";"conmemoro1";1;0;0;0;0;0;0;0;0;0;0;0;0
"548";"conmitto1";1;0;0;0;0;0;0;0;0;0;0;0;0
"549";"conmoror1";2;0;0;0;0;0;0;0;0;0;0;0;0
"550";"conmoveo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"551";"conor";10;1;0,1;1;0,1;0;0;0;0;0;0;0;0
"552";"conor,";1;0;0;0;0;0;0;1;1;0;0;0;0
"553";"conor1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;1;0,333333333333333
"554";"conparo2";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"555";"conpleo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"556";"conplexus1";1;0;0;0;0;0;0;0;0;0;0;0;0
"557";"conpremo";1;0;0;0;0;1;1;0;0;0;0;0;0
"558";"conprobo1";2;0;0;0;0;0;0;1;0,5;0;0;0;0
"559";"conputeo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"560";"conqueror";2;0;0;0;0;0;0;0;0;0;0;0;0
"561";"conquiro1";1;0;0;0;0;0;0;0;0;0;0;0;0
"562";"conroboro1";1;0;0;0;0;0;0;0;0;0;0;1;1
"563";"conrumpo1";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"564";"consacro";3;1;0,333333333333333;0;0;1;0,333333333333333;0;0;0;0;0;0
"565";"consaucio";1;0;0;0;0;0;0;0;0;0;0;0;0
"566";"conscendo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"567";"conscribo";9;0;0;0;0;1;0,111111111111111;0;0;0;0;0;0
"568";"conscribo1";14;0;0;0;0;2;0,142857142857143;0;0;0;0;0;0
"569";"consecro";5;0;0;0;0;4;0,8;0;0;0;0;0;0
"570";"consector";1;0;0;0;0;0;0;0;0;0;0;0;0
"571";"consenesco1";1;0;0;0;0;0;0;0;0;0;0;1;1
"572";"consentio";2;0;0;0;0;0;0;0;0;0;0;0;0
"573";"consentio1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"574";"consequor";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"575";"consero1";1;0;0;0;0;0;0;0;0;0;0;0;0
"576";"conservo";4;0;0;0;0;1;0,25;0;0;0;0;0;0
"577";"conservo1";3;0;0;0;0;0;0;0;0;0;0;0;0
"578";"considero";1;0;0;1;1;0;0;0;0;0;0;0;0
"579";"considero1";8;3;0,375;1;0,125;1;0,125;0;0;1;0,125;0;0
"580";"consido";2;0;0;0;0;2;1;0;0;0;0;0;0
"581";"consido1";7;0;0;0;0;4;0,571428571428571;0;0;0;0;0;0
"582";"consisto1";3;0;0;0;0;3;1;0;0;0;0;0;0
"583";"consolo";1;0;0;0;0;0;0;0;0;0;0;0;0
"584";"consolor";1;0;0;0;0;0;0;0;0;0;0;0;0
"585";"consolor1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"586";"consono1";1;0;0;0;0;0;0;0;0;0;0;1;1
"587";"conspargo";1;0;0;0;0;0;0;0;0;0;0;0;0
"588";"conspicio1";7;0;0;0;0;4;0,571428571428571;0;0;0;0;0;0
"589";"conspicor";1;0;0;0;0;1;1;0;0;0;0;0;0
"590";"conspiro1";1;0;0;0;0;0;0;0;0;0;0;0;0
"591";"consterno1";1;0;0;0;0;0;0;0;0;0;0;0;0
"592";"consterno2";4;0;0;0;0;0;0;0;0;0;0;0;0
"593";"constituo";13;0;0;0;0;3;0,230769230769231;0;0;0;0;0;0
"594";"constituo1";9;0;0;0;0;4;0,444444444444444;0;0;0;0;4;0,444444444444444
"595";"consto";9;0;0;0;0;5;0,555555555555556;0;0;0;0;2;0,222222222222222
"596";"consto1";10;0;0;0;0;10;1;0;0;0;0;0;0
"597";"constringo";1;0;0;0;0;0;0;0;0;0;0;0;0
"598";"consuesco";3;0;0;0;0;0;0;1;0,333333333333333;0;0;2;0,666666666666667
"599";"consuesco1";3;1;0,333333333333333;0;0;1;0,333333333333333;0;0;0;0;0;0
"600";"consulo";7;0;0;0;0;1;0,142857142857143;0;0;0;0;0;0
"601";"consulo1";12;0;0;2;0,166666666666667;0;0;0;0;2;0,166666666666667;1;0,0833333333333333
"602";"consulto2";4;0;0;0;0;0;0;0;0;0;0;2;0,5
"603";"consummo1";7;0;0;0;0;1;0,142857142857143;0;0;0;0;4;0,571428571428571
"604";"consumo";7;0;0;0;0;1;0,142857142857143;0;0;0;0;0;0
"605";"consumo1";5;1;0,2;1;0,2;2;0,4;0;0;0;0;0;0
"606";"consurgo1";3;0;0;0;0;2;0,666666666666667;1;0,333333333333333;0;0;0;0
"607";"contamino1";1;0;0;0;0;0;0;0;0;0;0;1;1
"608";"contego";1;0;0;0;0;1;1;0;0;0;0;0;0
"609";"contego1";1;0;0;1;1;0;0;0;0;0;0;0;0
"610";"contemno";6;0;0;1;0,166666666666667;2;0,333333333333333;0;0;0;0;0;0
"611";"contemno1";9;1;0,111111111111111;2;0,222222222222222;2;0,222222222222222;0;0;1;0,111111111111111;0;0
"612";"contendo";2;0;0;0;0;2;1;0;0;0;0;0;0
"613";"contendo1";10;0;0;2;0,2;3;0,3;0;0;0;0;3;0,3
"614";"contero1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"615";"conterreo";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"616";"conterreo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"617";"contestor1";1;1;1;0;0;0;0;0;0;0;0;0;0
"618";"conticesco";1;0;0;0;0;1;1;0;0;0;0;0;0
"619";"contineo";17;0;0;0;0;6;0,352941176470588;0;0;0;0;2;0,117647058823529
"620";"contineo1";14;1;0,0714285714285714;1;0,0714285714285714;1;0,0714285714285714;1;0,0714285714285714;0;0;1;0,0714285714285714
"621";"contingo1";16;0;0;0;0;10;0,625;0;0;0;0;1;0,0625
"622";"continuo2";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"623";"contionor";1;0;0;0;0;0;0;0;0;0;0;0;0
"624";"contraho";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"625";"contraho1";1;0;0;0;0;1;1;0;0;0;0;0;0
"626";"contribuo";1;0;0;0;0;1;1;0;0;0;0;0;0
"627";"contundo1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"628";"conturbo";1;0;0;0;0;0;0;0;0;0;0;0;0
"629";"conturbo1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"630";"convalesco";1;0;0;0;0;1;1;0;0;0;0;0;0
"631";"convello1";1;0;0;0;0;0;0;0;0;0;0;0;0
"632";"convenio";7;0;0;0;0;3;0,428571428571429;0;0;0;0;0;0
"633";"convenio1";11;0;0;0;0;2;0,181818181818182;0;0;0;0;5;0,454545454545455
"634";"converto";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"635";"converto1";13;0;0;1;0,0769230769230769;5;0,384615384615385;0;0;1;0,0769230769230769;0;0
"636";"convinco";1;0;0;0;0;0;0;0;0;0;0;0;0
"637";"convinco1";4;1;0,25;0;0;0;0;0;0;0;0;0;0
"638";"convivo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"639";"convoco";1;0;0;0;0;0;0;0;0;0;0;0;0
"640";"convoco1";6;1;0,166666666666667;1;0,166666666666667;3;0,5;0;0;0;0;0;0
"641";"cooperio1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"642";"coorior";1;0;0;0;0;0;0;0;0;0;0;0;0
"643";"coquo1";3;0;0;0;0;0;0;0;0;0;0;0;0
"644";"corono1";1;0;0;0;0;0;0;0;0;0;0;0;0
"645";"corrigo";2;0;0;0;0;2;1;0;0;0;0;0;0
"646";"corrigo1";3;0;0;1;0,333333333333333;1;0,333333333333333;0;0;0;0;0;0
"647";"corripio";4;0;0;0;0;2;0,5;0;0;0;0;0;0
"648";"corripio1";6;0;0;0;0;2;0,333333333333333;0;0;0;0;0;0
"649";"corrotundo1";1;1;1;0;0;0;0;0;0;0;0;0;0
"650";"corrumpo";6;0;0;1;0,166666666666667;0;0;1;0,166666666666667;0;0;0;0
"651";"corrumpo1";4;0;0;0;0;0;0;0;0;0;0;0;0
"652";"corruo";2;0;0;0;0;0;0;0;0;0;0;2;1
"653";"credo";18;2;0,111111111111111;1;0,0555555555555556;2;0,111111111111111;1;0,0555555555555556;0;0;2;0,111111111111111
"654";"credo1";44;6;0,136363636363636;7;0,159090909090909;9;0,204545454545455;1;0,0227272727272727;6;0,136363636363636;6;0,136363636363636
"655";"cremo";1;0;0;0;0;1;1;0;0;0;0;0;0
"656";"cremo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"657";"creo";8;2;0,25;0;0;4;0,5;0;0;1;0,125;0;0
"658";"creo1";6;0;0;1;0,166666666666667;3;0,5;0;0;0;0;0;0
"659";"crepito1";1;0;0;0;0;1;1;0;0;0;0;0;0
"660";"cresco1";15;2;0,133333333333333;0;0;8;0,533333333333333;0;0;0;0;2;0,133333333333333
"661";"criminor";2;0;0;0;0;1;0,5;0;0;0;0;1;0,5
"662";"criminor1";1;0;0;0;0;0;0;0;0;0;0;0;0
"663";"crucifigo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"664";"crucio1";5;0;0;0;0;2;0,4;0;0;0;0;3;0,6
"665";"cubo";3;0;0;0;0;0;0;0;0;0;0;0;0
"666";"cubo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"667";"culo1";1;0;0;0;0;1;1;0;0;0;0;0;0
"668";"cumulo1";1;0;0;1;1;0;0;0;0;0;0;0;0
"669";"cuncto1";2;0;0;0;0;1;0,5;0;0;1;0,5;0;0
"670";"cunctor";3;0;0;0;0;0;0;0;0;0;0;1;0,333333333333333
"671";"cunctor1";3;0;0;0;0;0;0;0;0;2;0,666666666666667;0;0
"672";"cupio";3;0;0;0;0;1;0,333333333333333;1;0,333333333333333;0;0;0;0
"673";"cupio1";14;3;0,214285714285714;3;0,214285714285714;3;0,214285714285714;0;0;0;0;0;0
"674";"curo";2;0;0;0;0;2;1;0;0;0;0;0;0
"675";"curo1";19;9;0,473684210526316;0;0;4;0,210526315789474;0;0;0;0;1;0,0526315789473684
"676";"curro";6;0;0;1;0,166666666666667;1;0,166666666666667;0;0;0;0;0;0
"677";"curro1";12;0;0;3;0,25;4;0,333333333333333;0;0;0;0;2;0,166666666666667
"678";"custodio";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"679";"custodio1";7;0;0;0;0;3;0,428571428571429;0;0;0;0;4;0,571428571428571
"680";"damno";4;0;0;0;0;0;0;0;0;0;0;0;0
"681";"damno1";2;1;0,5;0;0;0;0;0;0;0;0;0;0
"682";"dealbo1";1;0;0;0;0;0;0;0;0;0;0;1;1
"683";"deauro1";1;0;0;0;0;0;0;0;0;0;0;0;0
"684";"debattuo";1;0;0;0;0;0;0;0;0;0;0;0;0
"685";"debeo";17;0;0;1;0,0588235294117647;6;0,352941176470588;0;0;0;0;3;0,176470588235294
"686";"debeo1";22;3;0,136363636363636;3;0,136363636363636;10;0,454545454545455;1;0,0454545454545455;0;0;0;0
"687";"debilito";4;0;0;0;0;0;0;0;0;0;0;0;0
"688";"decedo";1;0;0;0;0;0;0;0;0;0;0;0;0
"689";"decedo1";2;0;0;0;0;2;1;0;0;0;0;0;0
"690";"decerno";14;0;0;1;0,0714285714285714;5;0,357142857142857;0;0;0;0;1;0,0714285714285714
"691";"decerno1";17;2;0,117647058823529;0;0;6;0,352941176470588;0;0;1;0,0588235294117647;3;0,176470588235294
"692";"decerpo1";3;0;0;0;0;1;0,333333333333333;0;0;0;0;0;0
"693";"decet1";7;0;0;0;0;3;0,428571428571429;0;0;0;0;1;0,142857142857143
"694";"decido1";4;0;0;0;0;2;0,5;0;0;0;0;2;0,5
"695";"decimo";1;0;0;0;0;0;0;0;0;0;0;0;0
"696";"decipio";4;0;0;0;0;1;0,25;0;0;0;0;0;0
"697";"decipio1";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"698";"declamo1";1;0;0;1;1;0;0;0;0;0;0;0;0
"699";"declaro";1;0;0;0;0;0;0;0;0;0;0;1;1
"700";"declaro1";2;0;0;0;0;0;0;0;0;0;0;2;1
"701";"decollo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"702";"decoloro";1;0;0;0;0;0;0;0;0;0;0;0;0
"703";"decoro1";2;0;0;0;0;0;0;0;0;0;0;2;1
"704";"decresco1";2;0;0;0;0;0;0;0;0;0;0;1;0,5
"705";"decurro";3;0;0;0;0;2;0,666666666666667;0;0;0;0;1;0,333333333333333
"706";"decurro1";1;0;0;0;0;0;0;0;0;0;0;1;1
"707";"dedico";2;0;0;0;0;1;0,5;0;0;0;0;0;0
"708";"dedo";1;0;0;0;0;0;0;0;0;0;0;0;0
"709";"dedo1";17;0;0;0;0;13;0,764705882352941;0;0;0;0;2;0,117647058823529
"710";"deduco";14;3;0,214285714285714;0;0;3;0,214285714285714;0;0;0;0;2;0,142857142857143
"711";"deduco1";12;2;0,166666666666667;0;0;4;0,333333333333333;0;0;1;0,0833333333333333;1;0,0833333333333333
"712";"deemo1";1;0;0;0;0;0;0;0;0;0;0;0;0
"713";"defatigo";1;0;0;0;0;0;0;0;0;0;0;0;0
"714";"defendo1";10;1;0,1;2;0,2;2;0,2;0;0;0;0;2;0,2
"715";"defero";10;2;0,2;0;0;0;0;0;0;0;0;1;0,1
"716";"defero1";6;3;0,5;0;0;0;0;0;0;0;0;1;0,166666666666667
"717";"defetiscor1";1;0;0;0;0;0;0;0;0;0;0;0;0
"718";"deficio";5;0;0;0;0;3;0,6;0;0;0;0;1;0,2
"719";"deficio1";10;0;0;2;0,2;3;0,3;0;0;0;0;2;0,2
"720";"defigo1";4;0;0;0;0;0;0;0;0;0;0;0;0
