"","lemma","total","v1s","v1sFreq","v1p","v1pFreq","v2s","v2sFreq","v2p","v2pFreq","v3s","v3sFreq","v3p","v3pFreq"
"1","volo1",100,14,0.14,0,0,19,0.19,4,0.04,42,0.42,21,0.21
