"","lemma","total","v1s","v1sFreq","v1p","v1pFreq","v2s","v2sFreq","v2p","v2pFreq","v3s","v3sFreq","v3p","v3pFreq"
"1215","nolo",12,2,0.166666666666667,0,0,6,0.5,1,0.0833333333333333,1,0.0833333333333333,2,0.166666666666667
"1216","nolo1",17,4,0.235294117647059,0,0,5,0.294117647058824,2,0.117647058823529,4,0.235294117647059,2,0.117647058823529
"1220","nosco1",16,4,0.25,1,0.0625,2,0.125,2,0.125,6,0.375,1,0.0625
"1223","noto1",11,4,0.363636363636364,2,0.181818181818182,0,0,0,0,3,0.272727272727273,2,0.181818181818182
"1260","occido1",10,0,0,0,0,1,0.1,0,0,5,0.5,4,0.4
"1285","oportet1",23,0,0,0,0,0,0,0,0,23,1,0,0
"1296","oro1",10,5,0.5,0,0,1,0.1,0,0,4,0.4,0,0
"1298","ostendo1",15,6,0.4,0,0,0,0,0,0,8,0.533333333333333,1,0.0666666666666667
"1309","parco1",10,1,0.1,0,0,2,0.2,2,0.2,3,0.3,2,0.2
"1314","pario2",13,0,0,0,0,0,0,0,0,11,0.846153846153846,2,0.153846153846154
"1315","paro1",17,1,0.0588235294117647,0,0,0,0,0,0,13,0.764705882352941,3,0.176470588235294
"1323","patior",15,4,0.266666666666667,2,0.133333333333333,3,0.2,0,0,3,0.2,3,0.2
"1346","pereo",11,2,0.181818181818182,0,0,0,0,0,0,4,0.363636363636364,5,0.454545454545455
"1347","pereo1",12,0,0,1,0.0833333333333333,1,0.0833333333333333,0,0,5,0.416666666666667,5,0.416666666666667
"1388","pervenio1",10,4,0.4,1,0.1,0,0,0,0,4,0.4,1,0.1
"1389","peto",20,3,0.15,0,0,1,0.05,0,0,9,0.45,7,0.35
"1390","peto1",24,2,0.0833333333333333,2,0.0833333333333333,5,0.208333333333333,0,0,11,0.458333333333333,4,0.166666666666667
"1394","placeo",10,0,0,0,0,0,0,0,0,10,1,0,0
"1395","placeo1",17,1,0.0588235294117647,1,0.0588235294117647,1,0.0588235294117647,0,0,11,0.647058823529412,3,0.176470588235294
"1409","pono1",29,4,0.137931034482759,0,0,5,0.172413793103448,1,0.0344827586206897,14,0.482758620689655,5,0.172413793103448
"1415","posco1",11,2,0.181818181818182,0,0,0,0,0,0,9,0.818181818181818,0,0
"1419","possum",49,3,0.0612244897959184,0,0,5,0.102040816326531,0,0,30,0.612244897959184,11,0.224489795918367
"1420","possum1",158,31,0.19620253164557,1,0.00632911392405063,27,0.170886075949367,3,0.0189873417721519,72,0.455696202531646,24,0.151898734177215
"1451","praesto2",12,3,0.25,0,0,1,0.0833333333333333,0,0,6,0.5,2,0.166666666666667
"1472","procedo1",13,0,0,0,0,0,0,0,0,9,0.692307692307692,4,0.307692307692308
"1542","puto1",57,17,0.298245614035088,2,0.0350877192982456,15,0.263157894736842,5,0.087719298245614,11,0.192982456140351,7,0.12280701754386
"1544","quaero",14,4,0.285714285714286,0,0,0,0,0,0,9,0.642857142857143,1,0.0714285714285714
"1545","quaero1",22,2,0.0909090909090909,2,0.0909090909090909,6,0.272727272727273,1,0.0454545454545455,8,0.363636363636364,3,0.136363636363636
"1555","rapio1",10,0,0,0,0,0,0,0,0,8,0.8,2,0.2
"1561","recipio",12,6,0.5,0,0,0,0,0,0,6,0.5,0,0
"1575","redeo",10,2,0.2,0,0,1,0.1,0,0,5,0.5,2,0.2
"1585","refero1",20,1,0.05,1,0.05,7,0.35,0,0,11,0.55,0,0
"1601","relinquo1",17,0,0,1,0.0588235294117647,2,0.117647058823529,1,0.0588235294117647,8,0.470588235294118,5,0.294117647058824
"1644","respondeo",12,0,0,0,0,0,0,0,0,11,0.916666666666667,1,0.0833333333333333
"1645","respondeo1",11,1,0.0909090909090909,0,0,1,0.0909090909090909,0,0,7,0.636363636363636,2,0.181818181818182
"1663","rideo1",14,0,0,1,0.0714285714285714,3,0.214285714285714,0,0,7,0.5,3,0.214285714285714
"1665","rogo1",25,12,0.48,4,0.16,2,0.08,0,0,6,0.24,1,0.04
"1694","scio",14,8,0.571428571428571,0,0,1,0.0714285714285714,0,0,3,0.214285714285714,2,0.142857142857143
"1695","scio1",55,19,0.345454545454545,4,0.0727272727272727,9,0.163636363636364,8,0.145454545454545,12,0.218181818181818,3,0.0545454545454545
"1697","scribo",12,4,0.333333333333333,0,0,0,0,0,0,6,0.5,2,0.166666666666667
"1698","scribo1",17,1,0.0588235294117647,0,0,12,0.705882352941177,0,0,2,0.117647058823529,2,0.117647058823529
"1708","sedeo1",27,2,0.0740740740740741,0,0,0,0,0,0,18,0.666666666666667,7,0.259259259259259
"1713","sentio",13,0,0,0,0,1,0.0769230769230769,0,0,12,0.923076923076923,0,0
"1714","sentio1",21,2,0.0952380952380952,0,0,5,0.238095238095238,0,0,9,0.428571428571429,5,0.238095238095238
"1719","sequor1",17,1,0.0588235294117647,2,0.117647058823529,0,0,0,0,10,0.588235294117647,4,0.235294117647059
"1724","servo1",19,2,0.105263157894737,0,0,6,0.315789473684211,0,0,7,0.368421052631579,4,0.210526315789474
"1734","sino1",11,1,0.0909090909090909,1,0.0909090909090909,2,0.181818181818182,0,0,6,0.545454545454545,1,0.0909090909090909
"1738","soleo",11,0,0,0,0,1,0.0909090909090909,0,0,7,0.636363636363636,3,0.272727272727273
"1739","soleo1",24,4,0.166666666666667,0,0,6,0.25,0,0,10,0.416666666666667,4,0.166666666666667
"1755","spero1",11,5,0.454545454545455,0,0,0,0,0,0,4,0.363636363636364,2,0.181818181818182
"1762","statuo1",10,2,0.2,1,0.1,1,0.1,3,0.3,3,0.3,0,0
"1767","sto1",21,2,0.0952380952380952,0,0,1,0.0476190476190476,0,0,10,0.476190476190476,8,0.380952380952381
"1807","sum1",1838,97,0.0527747551686616,27,0.014689880304679,86,0.0467899891186072,9,0.00489662676822633,1231,0.66974972796518,388,0.211099020674646
"1840","taceo1",11,2,0.181818181818182,0,0,5,0.454545454545455,0,0,1,0.0909090909090909,3,0.272727272727273
"1845","tego1",14,0,0,0,0,0,0,0,0,12,0.857142857142857,2,0.142857142857143
"1850","teneo",11,1,0.0909090909090909,0,0,0,0,0,0,8,0.727272727272727,2,0.181818181818182
"1851","teneo1",32,2,0.0625,0,0,5,0.15625,1,0.03125,16,0.5,8,0.25
"1863","timeo1",24,8,0.333333333333333,0,0,3,0.125,3,0.125,7,0.291666666666667,3,0.125
"1869","tollo1",22,5,0.227272727272727,0,0,0,0,0,0,11,0.5,6,0.272727272727273
"1881","traho1",11,1,0.0909090909090909,0,0,0,0,0,0,5,0.454545454545455,5,0.454545454545455
"1916","valeo1",21,0,0,0,0,4,0.19047619047619,0,0,12,0.571428571428571,5,0.238095238095238
"1925","venio",18,1,0.0555555555555556,0,0,2,0.111111111111111,0,0,12,0.666666666666667,3,0.166666666666667
"1926","venio1",105,19,0.180952380952381,2,0.019047619047619,17,0.161904761904762,1,0.00952380952380952,44,0.419047619047619,22,0.20952380952381
"1946","video",29,4,0.137931034482759,1,0.0344827586206897,3,0.103448275862069,0,0,19,0.655172413793103,2,0.0689655172413793
"1947","video1",214,77,0.35981308411215,7,0.0327102803738318,32,0.149532710280374,10,0.0467289719626168,57,0.266355140186916,31,0.144859813084112
"1953","vinco1",23,1,0.0434782608695652,4,0.173913043478261,0,0,0,0,15,0.652173913043478,3,0.130434782608696
"1963","vivo1",24,1,0.0416666666666667,4,0.166666666666667,6,0.25,0,0,10,0.416666666666667,3,0.125
"1966","voco1",23,0,0,0,0,3,0.130434782608696,0,0,16,0.695652173913043,4,0.173913043478261
"1968","volo1",100,14,0.14,0,0,19,0.19,4,0.04,42,0.42,21,0.21
