"","lemma","Total","one_sg","pctA","two_sg","pctB","three_sg","pctC","one_pl","pctD","two_pl","pctE","three_pl","pctF","other","pct_other"
"2421","sancio",10,0,0,0,0,4,0.4,0,0,0,0,0,0,1,1
"2438","scio",15,8,0.533333333333333,1,0.0666666666666667,3,0.2,0,0,0,0,2,0.133333333333333,0,0
"2439","scio1",60,19,0.316666666666667,9,0.15,12,0.2,4,0.0666666666666667,8,0.133333333333333,3,0.05,0,0
"2442","scribo",15,4,0.266666666666667,0,0,6,0.4,0,0,0,0,2,0.133333333333333,1,1
"2443","scribo1",41,1,0.024390243902439,12,0.292682926829268,2,0.0487804878048781,0,0,0,0,2,0.0487804878048781,0,0
"2454","sedeo",10,0,0,0,0,3,0.3,0,0,0,0,0,0,0,0
"2455","sedeo1",47,2,0.0425531914893617,0,0,18,0.382978723404255,0,0,0,0,7,0.148936170212766,0,0
"2464","sentio",15,0,0,1,0.0666666666666667,12,0.8,0,0,0,0,0,0,1,1
"2465","sentio1",25,2,0.08,5,0.2,9,0.36,0,0,0,0,5,0.2,0,0
"2471","sequor",11,0,0,1,0.0909090909090909,4,0.363636363636364,0,0,0,0,0,0,0,0
"2472","sequor1",31,1,0.032258064516129,0,0,10,0.32258064516129,2,0.0645161290322581,0,0,4,0.129032258064516,0,0
"2476","servio1",12,2,0.166666666666667,1,0.0833333333333333,2,0.166666666666667,0,0,1,0.0833333333333333,2,0.166666666666667,1,1
"2478","servo1",23,2,0.0869565217391304,6,0.260869565217391,7,0.304347826086957,0,0,0,0,4,0.173913043478261,1,1
"2489","sino1",15,1,0.0666666666666667,2,0.133333333333333,6,0.4,1,0.0666666666666667,0,0,1,0.0666666666666667,0,0
"2495","soleo",16,0,0,1,0.0625,7,0.4375,0,0,0,0,3,0.1875,0,0
"2496","soleo1",30,4,0.133333333333333,6,0.2,10,0.333333333333333,0,0,0,0,4,0.133333333333333,0,0
"2501","solvo1",15,2,0.133333333333333,2,0.133333333333333,4,0.266666666666667,0,0,1,0.0666666666666667,0,0,0,0
"2507","spargo1",11,0,0,0,0,2,0.181818181818182,0,0,0,0,2,0.181818181818182,1,1
"2509","specto",13,0,0,0,0,3,0.230769230769231,0,0,0,0,0,0,1,1
"2510","specto1",12,1,0.0833333333333333,1,0.0833333333333333,5,0.416666666666667,1,0.0833333333333333,0,0,1,0.0833333333333333,1,1
"2516","spero1",14,5,0.357142857142857,0,0,4,0.285714285714286,0,0,0,0,2,0.142857142857143,0,0
"2528","statuo1",10,2,0.2,1,0.1,3,0.3,1,0.1,3,0.3,0,0,0,0
"2534","sto",13,0,0,0,0,4,0.307692307692308,0,0,0,0,2,0.153846153846154,1,1
"2535","sto1",36,2,0.0555555555555556,1,0.0277777777777778,10,0.277777777777778,0,0,0,0,8,0.222222222222222,1,1
"2553","subeo1",13,0,0,1,0.0769230769230769,3,0.230769230769231,0,0,0,0,2,0.153846153846154,1,1
"2554","subicio",10,1,0.1,0,0,4,0.4,0,0,0,0,0,0,1,1
"2593","sum1",2091,97,0.046389287422286,86,0.0411286465805835,1231,0.588713534194165,27,0.0129124820659971,9,0.00430416068866571,388,0.185557149689144,0,0
"2600","sumo1",15,0,0,0,0,2,0.133333333333333,0,0,0,0,3,0.2,1,1
"2635","taceo1",15,2,0.133333333333333,5,0.333333333333333,1,0.0666666666666667,0,0,0,0,3,0.2,0,0
"2637","tango1",11,3,0.272727272727273,1,0.0909090909090909,3,0.272727272727273,0,0,0,0,2,0.181818181818182,0,0
"2641","tego1",17,0,0,0,0,12,0.705882352941177,0,0,0,0,2,0.117647058823529,0,0
"2647","teneo",16,1,0.0625,0,0,8,0.5,0,0,0,0,2,0.125,0,0
"2648","teneo1",46,2,0.0434782608695652,5,0.108695652173913,16,0.347826086956522,0,0,1,0.0217391304347826,8,0.173913043478261,1,1
"2650","tento1",16,1,0.0625,1,0.0625,3,0.1875,1,0.0625,1,0.0625,0,0,1,1
"2662","timeo1",34,8,0.235294117647059,3,0.0882352941176471,7,0.205882352941176,0,0,3,0.0882352941176471,3,0.0882352941176471,0,0
"2668","tollo",12,2,0.166666666666667,1,0.0833333333333333,5,0.416666666666667,0,0,0,0,1,0.0833333333333333,1,1
"2669","tollo1",34,5,0.147058823529412,0,0,11,0.323529411764706,0,0,0,0,6,0.176470588235294,0,0
"2679","trado",12,4,0.333333333333333,0,0,3,0.25,0,0,0,0,2,0.166666666666667,1,1
"2680","trado1",11,1,0.0909090909090909,1,0.0909090909090909,2,0.181818181818182,0,0,0,0,3,0.272727272727273,1,1
"2684","traho1",15,1,0.0666666666666667,0,0,5,0.333333333333333,0,0,0,0,5,0.333333333333333,0,0
"2703","tribuo",11,0,0,0,0,6,0.545454545454545,0,0,1,0.0909090909090909,0,0,0,0
"2712","tueor",17,0,0,1,0.0588235294117647,0,0,0,0,0,0,2,0.117647058823529,1,1
"2732","utor1",16,0,0,0,0,1,0.0625,1,0.0625,1,0.0625,1,0.0625,0,0
"2741","valeo1",22,0,0,4,0.181818181818182,12,0.545454545454545,0,0,0,0,5,0.227272727272727,0,0
"2754","venio",23,1,0.0434782608695652,2,0.0869565217391304,12,0.521739130434783,0,0,0,0,3,0.130434782608696,1,1
"2755","venio1",127,19,0.149606299212598,17,0.133858267716535,44,0.346456692913386,2,0.015748031496063,1,0.0078740157480315,22,0.173228346456693,0,0
"2761","vereor",13,5,0.384615384615385,1,0.0769230769230769,0,0,0,0,0,0,3,0.230769230769231,0,0
"2781","video",42,4,0.0952380952380952,3,0.0714285714285714,19,0.452380952380952,1,0.0238095238095238,0,0,2,0.0476190476190476,0,0
"2782","video1",247,77,0.311740890688259,32,0.129554655870445,57,0.230769230769231,7,0.0283400809716599,10,0.0404858299595142,31,0.125506072874494,0,0
"2785","vigilo1",11,0,0,1,0.0909090909090909,3,0.272727272727273,0,0,0,0,0,0,1,1
"2788","vinco",11,3,0.272727272727273,3,0.272727272727273,1,0.0909090909090909,0,0,0,0,0,0,1,1
"2789","vinco1",38,1,0.0263157894736842,0,0,15,0.394736842105263,4,0.105263157894737,0,0,3,0.0789473684210526,0,0
"2801","vivo1",44,1,0.0227272727272727,6,0.136363636363636,10,0.227272727272727,4,0.0909090909090909,0,0,3,0.0681818181818182,0,0
"2805","voco1",33,0,0,3,0.0909090909090909,16,0.484848484848485,0,0,0,0,4,0.121212121212121,0,0
"2807","volo1",108,14,0.12962962962963,19,0.175925925925926,42,0.388888888888889,0,0,4,0.037037037037037,21,0.194444444444444,0,0
"2808","volo2",12,0,0,0,0,2,0.166666666666667,0,0,0,0,2,0.166666666666667,0,0
